"genome","array_size","following_spacing_size"
"R_holoschoenoides_hap1_chr",8291,591279
"R_holoschoenoides_hap1_chr",17417,389502
"R_holoschoenoides_hap1_chr",698,110402
"R_holoschoenoides_hap1_chr",16213,281917
"R_holoschoenoides_hap1_chr",15001,309917
"R_holoschoenoides_hap1_chr",15784,404064
"R_holoschoenoides_hap1_chr",9939,423059
"R_holoschoenoides_hap1_chr",32309,413506
"R_holoschoenoides_hap1_chr",18083,362501
"R_holoschoenoides_hap1_chr",3258,333058
"R_holoschoenoides_hap1_chr",5642,321631
"R_holoschoenoides_hap1_chr",12950,547949
"R_holoschoenoides_hap1_chr",46024,443291
"R_holoschoenoides_hap1_chr",12157,540505
"R_holoschoenoides_hap1_chr",14356,741226
"R_holoschoenoides_hap1_chr",3265,526409
"R_holoschoenoides_hap1_chr",11176,429386
"R_holoschoenoides_hap1_chr",24754,344667
"R_holoschoenoides_hap1_chr",50805,412194
"R_holoschoenoides_hap1_chr",16184,535081
"R_holoschoenoides_hap1_chr",12669,545553
"R_holoschoenoides_hap1_chr",23614,752106
"R_holoschoenoides_hap1_chr",37798,205205
"R_holoschoenoides_hap1_chr",4295,369483
"R_holoschoenoides_hap1_chr",14226,561968
"R_holoschoenoides_hap1_chr",10207,397796
"R_holoschoenoides_hap1_chr",12248,668954
"R_holoschoenoides_hap1_chr",15975,558648
"R_holoschoenoides_hap1_chr",22497,520016
"R_holoschoenoides_hap1_chr",14712,321188
"R_holoschoenoides_hap1_chr",5393,245455
"R_holoschoenoides_hap1_chr",11112,326282
"R_holoschoenoides_hap1_chr",31016,406553
"R_holoschoenoides_hap1_chr",14760,92496
"R_holoschoenoides_hap1_chr",24385,438124
"R_holoschoenoides_hap1_chr",4583,694750
"R_holoschoenoides_hap1_chr",16622,394037
"R_holoschoenoides_hap1_chr",6963,525361
"R_holoschoenoides_hap1_chr",9132,353247
"R_holoschoenoides_hap1_chr",14055,461080
"R_holoschoenoides_hap1_chr",4454,436777
"R_holoschoenoides_hap1_chr",63098,763447
"R_holoschoenoides_hap1_chr",13443,331299
"R_holoschoenoides_hap1_chr",4935,203688
"R_holoschoenoides_hap1_chr",32031,341339
"R_holoschoenoides_hap1_chr",15295,334302
"R_holoschoenoides_hap1_chr",8916,591196
"R_holoschoenoides_hap1_chr",33561,460572
"R_holoschoenoides_hap1_chr",2194,177163
"R_holoschoenoides_hap1_chr",30528,494578
"R_holoschoenoides_hap1_chr",29449,491880
"R_holoschoenoides_hap1_chr",33164,660570
"R_holoschoenoides_hap1_chr",11403,108234
"R_holoschoenoides_hap1_chr",9233,448564
"R_holoschoenoides_hap1_chr",16013,387028
"R_holoschoenoides_hap1_chr",12834,419076
"R_holoschoenoides_hap1_chr",16188,287109
"R_holoschoenoides_hap1_chr",9579,605749
"R_holoschoenoides_hap1_chr",949,196756
"R_holoschoenoides_hap1_chr",29689,256843
"R_holoschoenoides_hap1_chr",1108,NA
"R_holoschoenoides_hap1_chr",1340,828510
"R_holoschoenoides_hap1_chr",8109,438010
"R_holoschoenoides_hap1_chr",11049,583809
"R_holoschoenoides_hap1_chr",52972,546353
"R_holoschoenoides_hap1_chr",9241,453713
"R_holoschoenoides_hap1_chr",47487,442739
"R_holoschoenoides_hap1_chr",58474,631307
"R_holoschoenoides_hap1_chr",48586,656390
"R_holoschoenoides_hap1_chr",37996,188918
"R_holoschoenoides_hap1_chr",4646,267459
"R_holoschoenoides_hap1_chr",15508,346178
"R_holoschoenoides_hap1_chr",29615,858730
"R_holoschoenoides_hap1_chr",32450,351377
"R_holoschoenoides_hap1_chr",11859,473116
"R_holoschoenoides_hap1_chr",3856,279651
"R_holoschoenoides_hap1_chr",11902,330454
"R_holoschoenoides_hap1_chr",16705,337135
"R_holoschoenoides_hap1_chr",28309,542159
"R_holoschoenoides_hap1_chr",6098,349656
"R_holoschoenoides_hap1_chr",52543,839158
"R_holoschoenoides_hap1_chr",12779,439461
"R_holoschoenoides_hap1_chr",10778,977414
"R_holoschoenoides_hap1_chr",68889,1474931
"R_holoschoenoides_hap1_chr",8851,416587
"R_holoschoenoides_hap1_chr",6923,167573
"R_holoschoenoides_hap1_chr",42394,175359
"R_holoschoenoides_hap1_chr",4733,531727
"R_holoschoenoides_hap1_chr",9032,975147
"R_holoschoenoides_hap1_chr",35858,474577
"R_holoschoenoides_hap1_chr",15115,281375
"R_holoschoenoides_hap1_chr",954,175030
"R_holoschoenoides_hap1_chr",10857,446475
"R_holoschoenoides_hap1_chr",10178,72731
"R_holoschoenoides_hap1_chr",6324,306731
"R_holoschoenoides_hap1_chr",12832,488659
"R_holoschoenoides_hap1_chr",11311,323835
"R_holoschoenoides_hap1_chr",10993,729085
"R_holoschoenoides_hap1_chr",14456,269646
"R_holoschoenoides_hap1_chr",1294,206327
"R_holoschoenoides_hap1_chr",15269,744404
"R_holoschoenoides_hap1_chr",15271,370920
"R_holoschoenoides_hap1_chr",24901,349289
"R_holoschoenoides_hap1_chr",1492,124126
"R_holoschoenoides_hap1_chr",20846,389876
"R_holoschoenoides_hap1_chr",11232,326278
"R_holoschoenoides_hap1_chr",3429,665591
"R_holoschoenoides_hap1_chr",11884,569811
"R_holoschoenoides_hap1_chr",17955,352545
"R_holoschoenoides_hap1_chr",74646,681685
"R_holoschoenoides_hap1_chr",50987,487212
"R_holoschoenoides_hap1_chr",522,347274
"R_holoschoenoides_hap1_chr",8632,362443
"R_holoschoenoides_hap1_chr",16964,227995
"R_holoschoenoides_hap1_chr",121804,393292
"R_holoschoenoides_hap1_chr",1741,530776
"R_holoschoenoides_hap1_chr",9101,689892
"R_holoschoenoides_hap1_chr",15656,688446
"R_holoschoenoides_hap1_chr",23412,677279
"R_holoschoenoides_hap1_chr",20080,295135
"R_holoschoenoides_hap1_chr",7725,293872
"R_holoschoenoides_hap1_chr",22953,586830
"R_holoschoenoides_hap1_chr",8246,463519
"R_holoschoenoides_hap1_chr",11934,486976
"R_holoschoenoides_hap1_chr",20883,458549
"R_holoschoenoides_hap1_chr",62034,366425
"R_holoschoenoides_hap1_chr",10826,287943
"R_holoschoenoides_hap1_chr",3810,444297
"R_holoschoenoides_hap1_chr",61858,524424
"R_holoschoenoides_hap1_chr",1296,613337
"R_holoschoenoides_hap1_chr",25295,801952
"R_holoschoenoides_hap1_chr",15291,406373
"R_holoschoenoides_hap1_chr",9228,442245
"R_holoschoenoides_hap1_chr",6921,983717
"R_holoschoenoides_hap1_chr",46559,788013
"R_holoschoenoides_hap1_chr",67294,506296
"R_holoschoenoides_hap1_chr",24196,435592
"R_holoschoenoides_hap1_chr",3431,314442
"R_holoschoenoides_hap1_chr",33126,360002
"R_holoschoenoides_hap1_chr",2470,200397
"R_holoschoenoides_hap1_chr",708,111131
"R_holoschoenoides_hap1_chr",16840,1618900
"R_holoschoenoides_hap1_chr",19698,112016
"R_holoschoenoides_hap1_chr",33583,214643
"R_holoschoenoides_hap1_chr",52206,700030
"R_holoschoenoides_hap1_chr",9454,500632
"R_holoschoenoides_hap1_chr",43894,150602
"R_holoschoenoides_hap1_chr",5779,415772
"R_holoschoenoides_hap1_chr",11232,433887
"R_holoschoenoides_hap1_chr",36372,1123163
"R_holoschoenoides_hap1_chr",19844,271912
"R_holoschoenoides_hap1_chr",2450,442144
"R_holoschoenoides_hap1_chr",27558,257753
"R_holoschoenoides_hap1_chr",10954,556687
"R_holoschoenoides_hap1_chr",8608,399237
"R_holoschoenoides_hap1_chr",14588,697626
"R_holoschoenoides_hap1_chr",71839,433320
"R_holoschoenoides_hap1_chr",19224,841274
"R_holoschoenoides_hap1_chr",7419,297823
"R_holoschoenoides_hap1_chr",37714,605325
"R_holoschoenoides_hap1_chr",17352,516139
"R_holoschoenoides_hap1_chr",17745,314787
"R_holoschoenoides_hap1_chr",11922,315332
"R_holoschoenoides_hap1_chr",2238,NA
"R_pubera_ref_2n10_v2.chr",28183,590761
"R_pubera_ref_2n10_v2.chr",18507,227858
"R_pubera_ref_2n10_v2.chr",16739,379978
"R_pubera_ref_2n10_v2.chr",21989,578499
"R_pubera_ref_2n10_v2.chr",26980,471059
"R_pubera_ref_2n10_v2.chr",13752,294346
"R_pubera_ref_2n10_v2.chr",16968,575818
"R_pubera_ref_2n10_v2.chr",13886,588648
"R_pubera_ref_2n10_v2.chr",55446,223656
"R_pubera_ref_2n10_v2.chr",13994,218523
"R_pubera_ref_2n10_v2.chr",11311,1064393
"R_pubera_ref_2n10_v2.chr",20886,421297
"R_pubera_ref_2n10_v2.chr",16327,771307
"R_pubera_ref_2n10_v2.chr",16280,214893
"R_pubera_ref_2n10_v2.chr",21486,678896
"R_pubera_ref_2n10_v2.chr",36482,423947
"R_pubera_ref_2n10_v2.chr",10398,532352
"R_pubera_ref_2n10_v2.chr",20145,560403
"R_pubera_ref_2n10_v2.chr",20439,575908
"R_pubera_ref_2n10_v2.chr",1602,234451
"R_pubera_ref_2n10_v2.chr",14933,563964
"R_pubera_ref_2n10_v2.chr",25403,648711
"R_pubera_ref_2n10_v2.chr",61468,691684
"R_pubera_ref_2n10_v2.chr",23043,384606
"R_pubera_ref_2n10_v2.chr",19011,779308
"R_pubera_ref_2n10_v2.chr",16077,590326
"R_pubera_ref_2n10_v2.chr",13448,582868
"R_pubera_ref_2n10_v2.chr",13340,509878
"R_pubera_ref_2n10_v2.chr",22530,564498
"R_pubera_ref_2n10_v2.chr",37569,315103
"R_pubera_ref_2n10_v2.chr",9827,308282
"R_pubera_ref_2n10_v2.chr",18889,580778
"R_pubera_ref_2n10_v2.chr",7119,127365
"R_pubera_ref_2n10_v2.chr",14101,885887
"R_pubera_ref_2n10_v2.chr",20299,385577
"R_pubera_ref_2n10_v2.chr",10589,613621
"R_pubera_ref_2n10_v2.chr",16267,820672
"R_pubera_ref_2n10_v2.chr",20250,651924
"R_pubera_ref_2n10_v2.chr",17242,511208
"R_pubera_ref_2n10_v2.chr",9444,613583
"R_pubera_ref_2n10_v2.chr",13169,211299
"R_pubera_ref_2n10_v2.chr",17779,742328
"R_pubera_ref_2n10_v2.chr",13163,392101
"R_pubera_ref_2n10_v2.chr",12200,641149
"R_pubera_ref_2n10_v2.chr",7118,532715
"R_pubera_ref_2n10_v2.chr",13265,602461
"R_pubera_ref_2n10_v2.chr",14914,305858
"R_pubera_ref_2n10_v2.chr",21797,373528
"R_pubera_ref_2n10_v2.chr",9272,477819
"R_pubera_ref_2n10_v2.chr",16927,169004
"R_pubera_ref_2n10_v2.chr",14689,511682
"R_pubera_ref_2n10_v2.chr",10995,758082
"R_pubera_ref_2n10_v2.chr",9356,452688
"R_pubera_ref_2n10_v2.chr",18859,516297
"R_pubera_ref_2n10_v2.chr",13441,629773
"R_pubera_ref_2n10_v2.chr",16125,558581
"R_pubera_ref_2n10_v2.chr",13729,561967
"R_pubera_ref_2n10_v2.chr",613,195273
"R_pubera_ref_2n10_v2.chr",15998,461791
"R_pubera_ref_2n10_v2.chr",16900,629303
"R_pubera_ref_2n10_v2.chr",14003,593867
"R_pubera_ref_2n10_v2.chr",15136,930114
"R_pubera_ref_2n10_v2.chr",17480,365936
"R_pubera_ref_2n10_v2.chr",18380,603515
"R_pubera_ref_2n10_v2.chr",16557,315298
"R_pubera_ref_2n10_v2.chr",19659,380640
"R_pubera_ref_2n10_v2.chr",16927,692505
"R_pubera_ref_2n10_v2.chr",21352,632711
"R_pubera_ref_2n10_v2.chr",11842,317180
"R_pubera_ref_2n10_v2.chr",20442,595458
"R_pubera_ref_2n10_v2.chr",25148,520637
"R_pubera_ref_2n10_v2.chr",18776,289454
"R_pubera_ref_2n10_v2.chr",18346,283213
"R_pubera_ref_2n10_v2.chr",17084,441316
"R_pubera_ref_2n10_v2.chr",12711,600273
"R_pubera_ref_2n10_v2.chr",20496,508965
"R_pubera_ref_2n10_v2.chr",25106,525892
"R_pubera_ref_2n10_v2.chr",9567,373316
"R_pubera_ref_2n10_v2.chr",35462,572167
"R_pubera_ref_2n10_v2.chr",17148,483437
"R_pubera_ref_2n10_v2.chr",24441,251427
"R_pubera_ref_2n10_v2.chr",58870,481836
"R_pubera_ref_2n10_v2.chr",24455,594634
"R_pubera_ref_2n10_v2.chr",417,91643
"R_pubera_ref_2n10_v2.chr",12230,272792
"R_pubera_ref_2n10_v2.chr",16650,629658
"R_pubera_ref_2n10_v2.chr",7669,519272
"R_pubera_ref_2n10_v2.chr",27336,919618
"R_pubera_ref_2n10_v2.chr",12315,281435
"R_pubera_ref_2n10_v2.chr",21769,541641
"R_pubera_ref_2n10_v2.chr",13165,534795
"R_pubera_ref_2n10_v2.chr",13431,341872
"R_pubera_ref_2n10_v2.chr",13958,444130
"R_pubera_ref_2n10_v2.chr",2907,517497
"R_pubera_ref_2n10_v2.chr",21524,436367
"R_pubera_ref_2n10_v2.chr",10569,391736
"R_pubera_ref_2n10_v2.chr",20238,848182
"R_pubera_ref_2n10_v2.chr",23907,667770
"R_pubera_ref_2n10_v2.chr",31844,507689
"R_pubera_ref_2n10_v2.chr",17748,763536
"R_pubera_ref_2n10_v2.chr",16915,353380
"R_pubera_ref_2n10_v2.chr",15746,867665
"R_pubera_ref_2n10_v2.chr",16994,912594
"R_pubera_ref_2n10_v2.chr",28195,641019
"R_pubera_ref_2n10_v2.chr",12971,789376
"R_pubera_ref_2n10_v2.chr",14998,486666
"R_pubera_ref_2n10_v2.chr",11778,540212
"R_pubera_ref_2n10_v2.chr",6096,266239
"R_pubera_ref_2n10_v2.chr",11829,292895
"R_pubera_ref_2n10_v2.chr",9676,443874
"R_pubera_ref_2n10_v2.chr",13824,449695
"R_pubera_ref_2n10_v2.chr",36883,467070
"R_pubera_ref_2n10_v2.chr",1153,821794
"R_pubera_ref_2n10_v2.chr",23031,881213
"R_pubera_ref_2n10_v2.chr",14897,1072239
"R_pubera_ref_2n10_v2.chr",16215,481690
"R_pubera_ref_2n10_v2.chr",13436,704333
"R_pubera_ref_2n10_v2.chr",13779,724753
"R_pubera_ref_2n10_v2.chr",13468,318911
"R_pubera_ref_2n10_v2.chr",21950,301994
"R_pubera_ref_2n10_v2.chr",13395,760576
"R_pubera_ref_2n10_v2.chr",13815,1357104
"R_pubera_ref_2n10_v2.chr",14890,458670
"R_pubera_ref_2n10_v2.chr",11516,716883
"R_pubera_ref_2n10_v2.chr",20375,530472
"R_pubera_ref_2n10_v2.chr",27086,412021
"R_pubera_ref_2n10_v2.chr",15340,400830
"R_pubera_ref_2n10_v2.chr",13391,131679
"R_pubera_ref_2n10_v2.chr",12394,610726
"R_pubera_ref_2n10_v2.chr",16364,628805
"R_pubera_ref_2n10_v2.chr",19408,643174
"R_pubera_ref_2n10_v2.chr",21131,423739
"R_pubera_ref_2n10_v2.chr",27531,510281
"R_pubera_ref_2n10_v2.chr",22334,797250
"R_pubera_ref_2n10_v2.chr",10948,869596
"R_pubera_ref_2n10_v2.chr",6890,81621
"R_pubera_ref_2n10_v2.chr",15227,452319
"R_pubera_ref_2n10_v2.chr",8203,417242
"R_pubera_ref_2n10_v2.chr",19860,213603
"R_pubera_ref_2n10_v2.chr",13794,535630
"R_pubera_ref_2n10_v2.chr",15057,327120
"R_pubera_ref_2n10_v2.chr",9799,546879
"R_pubera_ref_2n10_v2.chr",13536,687873
"R_pubera_ref_2n10_v2.chr",36291,323010
"R_pubera_ref_2n10_v2.chr",17615,275442
"R_pubera_ref_2n10_v2.chr",13412,641821
"R_pubera_ref_2n10_v2.chr",13296,235625
"R_pubera_ref_2n10_v2.chr",21712,670463
"R_pubera_ref_2n10_v2.chr",14045,853649
"R_pubera_ref_2n10_v2.chr",26345,274460
"R_pubera_ref_2n10_v2.chr",26078,1374058
"R_pubera_ref_2n10_v2.chr",20937,435418
"R_pubera_ref_2n10_v2.chr",13734,673549
"R_pubera_ref_2n10_v2.chr",21695,600379
"R_pubera_ref_2n10_v2.chr",23532,352402
"R_pubera_ref_2n10_v2.chr",18428,336371
"R_pubera_ref_2n10_v2.chr",9445,531076
"R_pubera_ref_2n10_v2.chr",15444,563916
"R_pubera_ref_2n10_v2.chr",16690,714102
"R_pubera_ref_2n10_v2.chr",12001,492291
"R_pubera_ref_2n10_v2.chr",27822,94146
"R_pubera_ref_2n10_v2.chr",10851,280915
"R_pubera_ref_2n10_v2.chr",10782,691152
"R_pubera_ref_2n10_v2.chr",14571,959681
"R_pubera_ref_2n10_v2.chr",16134,210662
"R_pubera_ref_2n10_v2.chr",1469,197458
"R_pubera_ref_2n10_v2.chr",15151,444557
"R_pubera_ref_2n10_v2.chr",23377,440198
"R_pubera_ref_2n10_v2.chr",13561,735136
"R_pubera_ref_2n10_v2.chr",6142,586080
"R_pubera_ref_2n10_v2.chr",5024,68992
"R_pubera_ref_2n10_v2.chr",4730,442284
"R_pubera_ref_2n10_v2.chr",39299,696505
"R_pubera_ref_2n10_v2.chr",14943,380458
"R_pubera_ref_2n10_v2.chr",25871,223575
"R_pubera_ref_2n10_v2.chr",11377,369376
"R_pubera_ref_2n10_v2.chr",16582,823175
"R_pubera_ref_2n10_v2.chr",19350,450876
"R_pubera_ref_2n10_v2.chr",16770,152848
"R_pubera_ref_2n10_v2.chr",1026,702898
"R_pubera_ref_2n10_v2.chr",35162,405219
"R_pubera_ref_2n10_v2.chr",11445,250119
"R_pubera_ref_2n10_v2.chr",9042,903807
"R_pubera_ref_2n10_v2.chr",13448,469703
"R_pubera_ref_2n10_v2.chr",17730,668479
"R_pubera_ref_2n10_v2.chr",23491,782674
"R_pubera_ref_2n10_v2.chr",29542,550451
"R_pubera_ref_2n10_v2.chr",24744,644887
"R_pubera_ref_2n10_v2.chr",23695,507554
"R_pubera_ref_2n10_v2.chr",49818,1053213
"R_pubera_ref_2n10_v2.chr",13770,494957
"R_pubera_ref_2n10_v2.chr",9515,741650
"R_pubera_ref_2n10_v2.chr",13275,564350
"R_pubera_ref_2n10_v2.chr",13244,635686
"R_pubera_ref_2n10_v2.chr",14003,481242
"R_pubera_ref_2n10_v2.chr",7681,186925
"R_pubera_ref_2n10_v2.chr",28908,659799
"R_pubera_ref_2n10_v2.chr",14952,788302
"R_pubera_ref_2n10_v2.chr",15447,653589
"R_pubera_ref_2n10_v2.chr",27742,661523
"R_pubera_ref_2n10_v2.chr",16464,533772
"R_pubera_ref_2n10_v2.chr",9248,604134
"R_pubera_ref_2n10_v2.chr",17964,310377
"R_pubera_ref_2n10_v2.chr",18590,408444
"R_pubera_ref_2n10_v2.chr",32782,870382
"R_pubera_ref_2n10_v2.chr",8667,1174607
"R_pubera_ref_2n10_v2.chr",14349,333090
"R_pubera_ref_2n10_v2.chr",15389,370309
"R_pubera_ref_2n10_v2.chr",23705,348210
"R_pubera_ref_2n10_v2.chr",12409,990961
"R_pubera_ref_2n10_v2.chr",11989,1011951
"R_pubera_ref_2n10_v2.chr",33655,496636
"R_pubera_ref_2n10_v2.chr",28946,259281
"R_pubera_ref_2n10_v2.chr",25638,600132
"R_pubera_ref_2n10_v2.chr",21051,138229
"R_pubera_ref_2n10_v2.chr",25660,764088
"R_pubera_ref_2n10_v2.chr",21904,433236
"R_pubera_ref_2n10_v2.chr",9141,541020
"R_pubera_ref_2n10_v2.chr",39461,499312
"R_pubera_ref_2n10_v2.chr",18570,138466
"R_pubera_ref_2n10_v2.chr",14109,548248
"R_pubera_ref_2n10_v2.chr",10678,595323
"R_pubera_ref_2n10_v2.chr",29273,816229
"R_pubera_ref_2n10_v2.chr",10943,809354
"R_pubera_ref_2n10_v2.chr",17489,313943
"R_pubera_ref_2n10_v2.chr",10647,83551
"R_pubera_ref_2n10_v2.chr",18728,906751
"R_pubera_ref_2n10_v2.chr",17602,540015
"R_pubera_ref_2n10_v2.chr",22061,606338
"R_pubera_ref_2n10_v2.chr",3644,398981
"R_pubera_ref_2n10_v2.chr",29082,503832
"R_pubera_ref_2n10_v2.chr",19327,586934
"R_pubera_ref_2n10_v2.chr",14381,550011
"R_pubera_ref_2n10_v2.chr",12197,608018
"R_pubera_ref_2n10_v2.chr",19229,688968
"R_pubera_ref_2n10_v2.chr",13293,678587
"R_pubera_ref_2n10_v2.chr",20251,454414
"R_pubera_ref_2n10_v2.chr",32560,462547
"R_pubera_ref_2n10_v2.chr",11866,355425
"R_pubera_ref_2n10_v2.chr",13716,642558
"R_pubera_ref_2n10_v2.chr",21343,793839
"R_pubera_ref_2n10_v2.chr",20821,321124
"R_pubera_ref_2n10_v2.chr",31457,634465
"R_pubera_ref_2n10_v2.chr",18977,449288
"R_pubera_ref_2n10_v2.chr",19158,554433
"R_pubera_ref_2n10_v2.chr",17821,144249
"R_pubera_ref_2n10_v2.chr",14174,589829
"R_pubera_ref_2n10_v2.chr",13245,363489
"R_pubera_ref_2n10_v2.chr",27913,414892
"R_pubera_ref_2n10_v2.chr",23134,265615
"R_pubera_ref_2n10_v2.chr",29072,610657
"R_pubera_ref_2n10_v2.chr",25627,396119
"R_pubera_ref_2n10_v2.chr",9273,487962
"R_pubera_ref_2n10_v2.chr",15404,366871
"R_pubera_ref_2n10_v2.chr",20455,625506
"R_pubera_ref_2n10_v2.chr",30297,385816
"R_pubera_ref_2n10_v2.chr",44281,603208
"R_pubera_ref_2n10_v2.chr",16842,457234
"R_pubera_ref_2n10_v2.chr",21847,616234
"R_pubera_ref_2n10_v2.chr",15752,327929
"R_pubera_ref_2n10_v2.chr",7986,988722
"R_pubera_ref_2n10_v2.chr",33975,962956
"R_pubera_ref_2n10_v2.chr",20006,1274661
"R_pubera_ref_2n10_v2.chr",33540,561696
"R_pubera_ref_2n10_v2.chr",77754,264934
"R_pubera_ref_2n10_v2.chr",15242,155546
"R_pubera_ref_2n10_v2.chr",17896,558422
"R_pubera_ref_2n10_v2.chr",15634,403028
"R_pubera_ref_2n10_v2.chr",19198,79728
"R_pubera_ref_2n10_v2.chr",1164,298618
"R_pubera_ref_2n10_v2.chr",9918,655402
"R_pubera_ref_2n10_v2.chr",15737,446945
"R_pubera_ref_2n10_v2.chr",9424,643131
"R_pubera_ref_2n10_v2.chr",19803,679333
"R_pubera_ref_2n10_v2.chr",11132,450481
"R_pubera_ref_2n10_v2.chr",46899,472532
"R_pubera_ref_2n10_v2.chr",19797,213967
"R_pubera_ref_2n10_v2.chr",31225,698718
"R_pubera_ref_2n10_v2.chr",21497,225785
"R_pubera_ref_2n10_v2.chr",14605,500025
"R_pubera_ref_2n10_v2.chr",21897,486200
"R_pubera_ref_2n10_v2.chr",98572,500914
"R_pubera_ref_2n10_v2.chr",38989,143609
"R_pubera_ref_2n10_v2.chr",2043,676164
"R_pubera_ref_2n10_v2.chr",18614,1361912
"R_pubera_ref_2n10_v2.chr",8192,699235
"R_pubera_ref_2n10_v2.chr",25566,708725
"R_pubera_ref_2n10_v2.chr",17352,618061
"R_pubera_ref_2n10_v2.chr",27118,372157
"R_pubera_ref_2n10_v2.chr",12712,373129
"R_pubera_ref_2n10_v2.chr",17076,614708
"R_pubera_ref_2n10_v2.chr",15961,312349
"R_pubera_ref_2n10_v2.chr",19056,314315
"R_pubera_ref_2n10_v2.chr",12280,307493
"R_pubera_ref_2n10_v2.chr",24864,463219
"R_pubera_ref_2n10_v2.chr",36983,426005
"R_pubera_ref_2n10_v2.chr",59123,682139
"R_pubera_ref_2n10_v2.chr",23203,286256
"R_pubera_ref_2n10_v2.chr",13589,655278
"R_pubera_ref_2n10_v2.chr",17330,329989
"R_pubera_ref_2n10_v2.chr",17823,326632
"R_pubera_ref_2n10_v2.chr",22832,386039
"R_pubera_ref_2n10_v2.chr",28232,728938
"R_pubera_ref_2n10_v2.chr",17845,680392
"R_pubera_ref_2n10_v2.chr",13622,320555
"R_pubera_ref_2n10_v2.chr",35976,433157
"R_pubera_ref_2n10_v2.chr",19666,163018
"R_pubera_ref_2n10_v2.chr",13758,576482
"R_pubera_ref_2n10_v2.chr",21690,361027
"R_pubera_ref_2n10_v2.chr",11809,700113
"R_pubera_ref_2n10_v2.chr",24678,696570
"R_pubera_ref_2n10_v2.chr",17724,428111
"R_pubera_ref_2n10_v2.chr",38366,531138
"R_pubera_ref_2n10_v2.chr",24309,381199
"R_pubera_ref_2n10_v2.chr",8867,460279
"R_pubera_ref_2n10_v2.chr",32270,612231
"R_pubera_ref_2n10_v2.chr",16161,751397
"R_pubera_ref_2n10_v2.chr",21936,380044
"R_pubera_ref_2n10_v2.chr",13095,1028802
"R_pubera_ref_2n10_v2.chr",17703,270804
"R_pubera_ref_2n10_v2.chr",30548,708334
"R_pubera_ref_2n10_v2.chr",16929,323426
"R_pubera_ref_2n10_v2.chr",15445,344432
"R_pubera_ref_2n10_v2.chr",11710,408026
"R_pubera_ref_2n10_v2.chr",10940,625838
"R_pubera_ref_2n10_v2.chr",14589,386401
"R_pubera_ref_2n10_v2.chr",20517,329362
"R_pubera_ref_2n10_v2.chr",2382,572619
"R_pubera_ref_2n10_v2.chr",25225,360280
"R_pubera_ref_2n10_v2.chr",42078,257078
"R_pubera_ref_2n10_v2.chr",21014,561172
"R_pubera_ref_2n10_v2.chr",21211,322336
"R_pubera_ref_2n10_v2.chr",17004,120041
"R_pubera_ref_2n10_v2.chr",1206,192989
"R_pubera_ref_2n10_v2.chr",12622,713294
"R_pubera_ref_2n10_v2.chr",20180,267696
"R_pubera_ref_2n10_v2.chr",14555,737029
"R_pubera_ref_2n10_v2.chr",32162,381340
"R_pubera_ref_2n10_v2.chr",3432,552632
"R_pubera_ref_2n10_v2.chr",16368,965674
"R_pubera_ref_2n10_v2.chr",43649,676380
"R_pubera_ref_2n10_v2.chr",63584,731756
"R_pubera_ref_2n10_v2.chr",15047,681272
"R_pubera_ref_2n10_v2.chr",18681,476668
"R_pubera_ref_2n10_v2.chr",12576,300150
"R_pubera_ref_2n10_v2.chr",12556,489155
"R_pubera_ref_2n10_v2.chr",22090,761358
"R_pubera_ref_2n10_v2.chr",11065,357342
"R_pubera_ref_2n10_v2.chr",11674,575620
"R_pubera_ref_2n10_v2.chr",21549,509913
"R_pubera_ref_2n10_v2.chr",14766,685526
"R_pubera_ref_2n10_v2.chr",14561,447485
"R_pubera_ref_2n10_v2.chr",5801,249146
"R_pubera_ref_2n10_v2.chr",11502,619612
"R_pubera_ref_2n10_v2.chr",15629,623605
"R_pubera_ref_2n10_v2.chr",21554,506581
"R_pubera_ref_2n10_v2.chr",3119,577180
"R_pubera_ref_2n10_v2.chr",12195,659296
"R_pubera_ref_2n10_v2.chr",19630,537562
"R_pubera_ref_2n10_v2.chr",32568,996574
"R_pubera_ref_2n10_v2.chr",11620,350989
"R_pubera_ref_2n10_v2.chr",20284,802163
"R_pubera_ref_2n10_v2.chr",51620,676010
"R_pubera_ref_2n10_v2.chr",21330,495479
"R_pubera_ref_2n10_v2.chr",15283,604288
"R_pubera_ref_2n10_v2.chr",23443,328670
